0;-21.59451105
0.020039745;-20.79445985
0.040196251;-20.15021309
0.060207255;-19.46046832
0.080215566;-18.86433747
0.10021726;-18.31442642
0.120228425;-17.80202874
0.140222996;-17.29052456
0.160227925;-16.93529484
0.180234373;-16.485386
0.200239792;-15.97415685
0.22023879;-15.43181133
0.24025552;-15.01433289
0.260106027;-14.70291463
0.28011772;-14.09416145
0.300129682;-13.61640898
0.320135981;-13.17707647
0.340136379;-12.5873572
0.360143632;-11.93287608
0.380144119;-11.27261348
0.400152445;-10.43989978
0.420130521;-9.386657621
0.440110534;-8.455710486
0.460124493;-7.235717203
0.480286151;-5.743488873
0.500278711;-4.210641418
0.520295501;-2.227854566
